"","Transaction","Item"
"115",57,"Scandinavian"
"116",58,"Victorian Sponge"
"117",58,"Hot chocolate"
"118",58,"Tea"
"119",58,"Soup"
"120",59,"Tea"
"121",60,"Cookies"
"122",60,"Coffee"
"123",60,"Juice"
"124",60,"Coffee"
"125",61,"Coffee"
"126",62,"Pick and Mix Bowls"
"127",62,"Hearty & Seasonal"
"128",62,"Hearty & Seasonal"
"129",62,"Coffee"
"130",62,"Smoothies"
"131",62,"Coffee"
"132",63,"Coffee"
"133",64,"Cake"
"134",65,"Tartine"
"135",65,"Mighty Protein"
"136",65,"Tea"
"137",65,"Coffee"
"138",66,"Hearty & Seasonal"
"139",66,"Frittata"
"140",66,"Mineral water"
"141",67,"Hearty & Seasonal"
"142",67,"Mineral water"
"143",67,"Muffin"
"144",68,"Frittata"
"145",68,"Coffee"
"146",68,"Tea"
"147",68,"Scandinavian"
"148",68,"Chicken sand"
"149",69,"Bread"
"150",69,"Tea"
"151",69,"Victorian Sponge"
"152",70,"Fudge"
"153",71,"Muffin"
"154",72,"Coffee"
"155",72,"Bread"
"156",73,"Bread"
"157",74,"Coffee"
"158",74,"Bread"
"159",75,"Jam"
"160",75,"Frittata"
"161",76,"Coffee"
"162",77,"Scandinavian"
"163",78,"Fudge"
"164",79,"Fudge"
"165",79,"Tea"
"166",79,"Coffee"
"167",79,"Muffin"
"168",80,"Frittata"
"169",80,"Bread"
"170",80,"Coffee"
"171",81,"Coffee"
"172",81,"Cake"
"173",82,"Tartine"
"174",82,"Bread"
"175",83,"Coffee"
"176",83,"Bread"
"177",84,"Bread"
"178",85,"Coffee"
"179",85,"Coffee"
"180",85,"Pastry"
"181",85,"Medialuna"
"182",86,"Juice"
"183",87,"Bread"
"184",88,"Coffee"
"185",88,"Coffee"
"186",88,"Jam"
"187",89,"Bread"
"188",90,"Bread"
"189",90,"Coffee"
"190",91,"Tea"
"191",92,"Coffee"
"192",93,"Bread"
"193",93,"Coke"
"194",94,"Coffee"
"195",94,"Coffee"
"196",95,"Tea"
"197",95,"Pastry"
"198",95,"Farm House"
"199",96,"Pastry"
"200",96,"Pastry"
"201",96,"Coffee"
"202",96,"Juice"
"203",97,"Coffee"
"204",97,"Pastry"
"205",97,"Juice"
"206",98,"Farm House"
"207",99,"Pastry"
"208",99,"Pastry"
"209",99,"Coffee"
"210",99,"Bread"
"211",100,"Bread"
"212",101,"Coffee"
"213",101,"Pastry"
"214",102,"Farm House"
"215",103,"Bread"
"216",104,"Coffee"
"217",104,"Coffee"
"218",104,"Medialuna"
"219",104,"Muffin"
"220",104,"Coffee"
"221",105,"Coffee"
"222",105,"Tea"
"223",105,"Cake"
"224",106,"Coffee"
"225",106,"Coffee"
"226",106,"Pastry"
"227",106,"Pastry"
"228",107,"Coffee"
"229",107,"Tea"
"230",108,"Farm House"
"231",108,"Muffin"
"232",109,"Bread"
"233",109,"Muffin"
"234",109,"Pastry"
"235",110,"Pastry"
"236",111,"Coffee"
"237",112,"Coffee"
"238",113,"Coffee"
"239",113,"Cake"
"240",114,"Farm House"
"241",115,"Bread"
"242",116,"Coffee"
"243",117,"Cookies"
"244",117,"Cake"
"245",117,"Coffee"
"246",117,"My-5 Fruit Shoot"
"247",118,"Cookies"
"248",118,"Cookies"
"249",118,"Tea"
"250",118,"Pastry"
"251",119,"Coffee"
"252",119,"Coffee"
"253",119,"Muffin"
"254",120,"Farm House"
"255",121,"Coffee"
"256",121,"Bread"
"257",122,"Cookies"
"258",123,"Jam"
"259",123,"Coffee"
"260",123,"Coffee"
"261",123,"Juice"
"262",124,"Coffee"
"263",124,"Soup"
"264",125,"Tea"
"265",126,"Coffee"
"266",126,"Jam"
"267",127,"Farm House"
"268",128,"Tartine"
"269",128,"Coffee"
"270",128,"Tea"
"271",129,"Coffee"
"272",129,"Coffee"
"273",129,"Cake"
"274",130,"Coffee"
"275",130,"Coffee"
"276",130,"Muffin"
"277",131,"Bread"
"278",131,"Coffee"
"279",132,"Tea"
"280",132,"Juice"
"281",132,"Pick and Mix Bowls"
"282",132,"Cookies"
"283",133,"Hearty & Seasonal"
"284",133,"Soup"
"285",134,"Hearty & Seasonal"
"286",134,"Tea"
"287",134,"Farm House"
"288",135,"Bread"
"289",136,"Tea"
"290",136,"Soup"
"291",137,"Farm House"
"292",138,"Soup"
"293",138,"Hearty & Seasonal"
"294",138,"Coffee"
"295",139,"Bread"
"296",139,"Muffin"
"297",139,"Hearty & Seasonal"
"298",140,"Coffee"
"299",140,"Coffee"
"300",140,"Cookies"
"301",141,"Bread"
"302",142,"Tea"
"303",142,"Muffin"
"304",143,"Tea"
"305",144,"Soup"
"306",144,"Hearty & Seasonal"
"307",145,"Coffee"
"308",145,"Tea"
"309",145,"Focaccia"
"310",146,"Sandwich"
"311",147,"Tartine"
"312",147,"Coffee"
"313",148,"Fudge"
"314",148,"Coffee"
"315",148,"Coffee"
"316",149,"Coffee"
"317",150,"Bread"
"318",151,"Coke"
"319",151,"Soup"
"320",152,"Muffin"
"321",153,"Tea"
"322",153,"Coffee"
"323",153,"Cookies"
"324",153,"Muffin"
"325",154,"Mighty Protein"
"326",154,"Hearty & Seasonal"
"327",154,"Coffee"
"328",154,"Coke"
"329",155,"Tea"
"330",155,"Muffin"
"331",155,"Sandwich"
"332",156,"Coffee"
"333",156,"Muffin"
"334",157,"Coffee"
"335",157,"Bread"
"336",158,"Coffee"
"337",158,"Muffin"
"338",159,"Bread"
"339",159,"Hot chocolate"
"340",159,"Cookies"
"341",160,"Mineral water"
"342",160,"Muffin"
"343",161,"Tea"
"344",162,"Muffin"
"345",163,"Coffee"
"346",163,"Juice"
"347",164,"Coffee"
"348",164,"Muffin"
"349",165,"Tea"
"350",166,"Coffee"
"351",166,"Muffin"
"352",167,"Sandwich"
"353",167,"Hearty & Seasonal"
"354",167,"Bread"
"355",167,"Mineral water"
"356",168,"Tea"
"357",168,"Coffee"
"358",169,"Mineral water"
"359",170,"Coffee"
"360",171,"Soup"
"361",171,"Tea"
"362",172,"Bread"
"363",172,"Coffee"
"364",173,"Bread"
"365",173,"Muffin"
"366",174,"Coffee"
"367",175,"Bread"
"368",176,"Cookies"
"369",176,"Coffee"
"370",178,"Coffee"
"371",178,"Pastry"
"372",179,"Coffee"
"373",179,"Pastry"
"374",180,"Jam"
"375",180,"Tea"
"376",181,"Tea"
"377",181,"Tea"
"378",182,"Pastry"
"379",182,"Pastry"
"380",182,"Ella's Kitchen Pouches"
"381",183,"Pastry"
"382",184,"Farm House"
"383",184,"Tea"
"384",185,"Tea"
"385",185,"Victorian Sponge"
"386",186,"Tea"
"387",186,"Pastry"
"388",187,"Bread"
"389",188,"Coffee"
"390",189,"Bread"
"391",189,"Coffee"
"392",190,"Coffee"
"393",190,"Pastry"
"394",190,"Pastry"
"395",191,"Soup"
"396",191,"Tea"
"397",192,"Bread"
"398",193,"Coffee"
"399",194,"Bread"
"400",194,"Bread"
"401",195,"Bread"
"402",195,"Scandinavian"
"403",196,"Bread"
"404",196,"Cake"
"405",196,"Cookies"
"406",197,"Coffee"
"407",197,"Coffee"
"408",197,"Tea"
"409",198,"Coffee"
"410",198,"Cookies"
"411",199,"Coffee"
"412",200,"Bread"
"413",201,"Coffee"
"414",201,"Pastry"
"415",202,"Coffee"
"416",202,"Coffee"
"417",203,"Coffee"
"418",204,"Scandinavian"
"419",204,"Bread"
"420",205,"Coffee"
"421",205,"Coffee"
"422",205,"Pastry"
"423",206,"Scandinavian"
"424",206,"Coffee"
"425",206,"Pastry"
"426",207,"Hearty & Seasonal"
"427",207,"Coffee"
"428",207,"Muffin"
"429",208,"Bread"
"430",209,"Coffee"
"431",210,"Scandinavian"
"432",211,"Soup"
"433",211,"Coffee"
"434",212,"Coffee"
"435",212,"Cookies"
"436",212,"Tartine"
"437",213,"Bread"
"438",214,"Bread"
"439",214,"Tea"
"440",214,"Tea"
"441",215,"Pastry"
"442",215,"Coffee"
"443",216,"Tartine"
"444",216,"Coffee"
"445",217,"Bread"
"446",217,"Cookies"
"447",218,"Sandwich"
"448",219,"Tartine"
"449",220,"Bread"
"450",220,"Pastry"
"451",221,"Bread"
"452",221,"Scandinavian"
"453",222,"Scandinavian"
"454",223,"Alfajores"
"455",223,"Coffee"
"456",224,"Coffee"
"457",225,"Coffee"
"458",225,"Coke"
"459",225,"Soup"
"460",226,"Cake"
"461",227,"Tea"
"462",227,"Sandwich"
"463",227,"Soup"
"464",228,"Coffee"
"465",229,"Hearty & Seasonal"
"466",229,"Bread"
"467",230,"Alfajores"
"468",231,"Cake"
"469",232,"Tea"
"470",232,"Tea"
"471",232,"Bread"
"472",233,"Coffee"
"473",233,"Tea"
"474",233,"Bread"
"475",233,"Soup"
"476",234,"Coffee"
"477",234,"Coffee"
"478",235,"Scandinavian"
"479",236,"Fudge"
"480",237,"Coffee"
"481",237,"Sandwich"
"482",238,"Tea"
"483",238,"Bread"
"484",238,"Cookies"
"485",238,"Pastry"
"486",239,"Muffin"
"487",240,"Scandinavian"
"488",241,"Jam"
"489",241,"Tea"
"490",242,"Juice"
"491",242,"Tea"
"492",242,"Alfajores"
"493",243,"Cake"
"494",243,"Muffin"
"495",243,"Coffee"
"496",243,"Soup"
"497",244,"Hot chocolate"
"498",244,"Cake"
"499",244,"Coffee"
"500",245,"Cake"
"501",245,"Cookies"
"502",246,"Tea"
"503",246,"Bread"
"504",247,"Alfajores"
"505",247,"Coffee"
"506",247,"Coffee"
"507",247,"Coffee"
"508",247,"Juice"
"509",248,"Coffee"
"510",248,"Tea"
"511",248,"Soup"
"512",249,"Hot chocolate"
"513",250,"Cookies"
"514",251,"Coffee"
"515",251,"Medialuna"
"516",252,"Bread"
"517",252,"Eggs"
"518",253,"Scandinavian"
"519",254,"Medialuna"
"520",255,"Coffee"
"521",255,"Coffee"
"522",255,"Pastry"
"523",256,"Coffee"
"524",256,"Bread"
"525",257,"Bread"
"526",257,"Coffee"
"527",257,"Pastry"
"528",258,"Coffee"
"529",258,"Pastry"
"530",259,"Pastry"
"531",260,"Coffee"
"532",261,"Coffee"
"533",262,"Coffee"
"534",262,"Hot chocolate"
"535",262,"Pastry"
"536",263,"Coke"
"537",264,"Coffee"
"538",264,"Jam"
"539",265,"Tea"
"540",266,"Bread"
"541",266,"Pastry"
"542",267,"Coffee"
"543",267,"Alfajores"
"544",267,"Farm House"
"545",268,"Tea"
"546",268,"Pastry"
"547",269,"Bread"
"548",270,"Coffee"
"549",270,"Jam"
"550",271,"Coffee"
"551",271,"Tea"
"552",271,"Coffee"
"553",271,"Pastry"
"554",272,"Farm House"
"555",274,"Coffee"
"556",274,"Bread"
"557",274,"Pastry"
"558",275,"Farm House"
"559",276,"Coffee"
"560",276,"Coffee"
"561",276,"Pastry"
"562",277,"Farm House"
"563",278,"Coffee"
"564",278,"Pastry"
"565",279,"Coffee"
"566",280,"Coffee"
"567",280,"Pastry"
"568",281,"Bread"
"569",281,"Bread"
"570",282,"Bread"
"571",282,"Coffee"
"572",282,"Pastry"
"573",283,"Pastry"
"574",283,"Coffee"
"575",284,"Coffee"
"576",284,"Farm House"
"577",285,"Farm House"
"578",285,"Farm House"
"579",285,"Pastry"
"580",286,"Bread"
"581",286,"Juice"
"582",286,"Alfajores"
"583",287,"Coffee"
"584",287,"Pastry"
"585",288,"Bread"
"586",288,"Alfajores"
"587",289,"Bread"
"588",290,"Coffee"
"589",290,"Cookies"
"590",291,"Coffee"
"591",292,"Cookies"
"592",293,"Hearty & Seasonal"
"593",294,"Coffee"
"594",295,"Jam"
"595",295,"Tartine"
"596",295,"Bread"
"597",296,"Farm House"
"598",296,"Scandinavian"
"599",297,"Hearty & Seasonal"
"600",297,"Coffee"
"601",297,"Muffin"
"602",297,"Scandinavian"
"603",298,"Tartine"
"604",298,"Pick and Mix Bowls"
"605",298,"Coffee"
"606",298,"Coke"
"607",299,"Bread"
"608",300,"Scandinavian"
"609",300,"Farm House"
"610",300,"Alfajores"
"611",300,"Coffee"
"612",300,"Coffee"
"613",301,"Juice"
"614",301,"Mineral water"
"615",301,"Soup"
"616",302,"Soup"
"617",302,"Tea"
"618",303,"Juice"
"619",303,"Tea"
"620",303,"Cookies"
"621",303,"Soup"
"622",304,"Hearty & Seasonal"
"623",304,"Tea"
"624",305,"Fudge"
"625",306,"Coffee"
"626",306,"Mineral water"
"627",306,"Juice"
"628",306,"Soup"
"629",307,"Hearty & Seasonal"
"630",308,"Hearty & Seasonal"
"631",308,"Smoothies"
"632",309,"Hearty & Seasonal"
"633",309,"Tea"
"634",310,"Coffee"
"635",310,"Sandwich"
"636",310,"Sandwich"
"637",311,"Cookies"
"638",311,"Farm House"
"639",312,"Soup"
"640",312,"Tea"
"641",312,"Juice"
"642",313,"Soup"
"643",314,"Coffee"
"644",316,"Bread"
"645",317,"Cookies"
"646",317,"Tea"
"647",318,"Soup"
"648",318,"Hearty & Seasonal"
"649",318,"Bread"
"650",319,"Coffee"
"651",320,"Coffee"
"652",321,"Coffee"
"653",321,"Tea"
"654",322,"Bread"
"655",323,"Tea"
"656",324,"Coffee"
"657",324,"Tea"
"658",325,"Coffee"
"659",326,"Fudge"
"660",327,"Tea"
"661",328,"Soup"
"662",328,"Tea"
"663",329,"Juice"
"664",330,"Alfajores"
"665",331,"Bread"
"666",332,"Coffee"
"667",332,"Alfajores"
"668",333,"Juice"
"669",333,"Alfajores"
"670",333,"Cookies"
"671",333,"Pick and Mix Bowls"
"672",333,"Mineral water"
"673",334,"Coffee"
"674",334,"Alfajores"
"675",335,"Fudge"
"676",336,"Mighty Protein"
"677",336,"Juice"
"678",337,"Coffee"
"679",337,"Mineral water"
"680",337,"Alfajores"
"681",338,"Mighty Protein"
"682",338,"Coffee"
"683",339,"Alfajores"
"684",340,"Coffee"
"685",340,"Bread"
"686",341,"Medialuna"
"687",341,"Medialuna"
"688",342,"Medialuna"
"689",342,"Bread"
"690",343,"Farm House"
"691",344,"Coffee"
"692",344,"Pastry"
"693",345,"Farm House"
"694",346,"Coffee"
"695",346,"Coffee"
"696",346,"Pastry"
"697",346,"Pastry"
"698",346,"Coffee"
"699",347,"Medialuna"
"700",348,"Bread"
"701",348,"Tea"
"702",348,"Sandwich"
"703",349,"Bread"
"704",350,"Jam"
"705",350,"Coffee"
"706",350,"Farm House"
"707",351,"Focaccia"
"708",352,"Bread"
"709",353,"Tartine"
"710",353,"Pastry"
"711",353,"Bread"
"712",353,"My-5 Fruit Shoot"
"713",354,"Farm House"
"714",354,"Pastry"
"715",355,"Bread"
"716",355,"Pastry"
"717",356,"Pastry"
"718",356,"Bread"
"719",357,"Jam"
"720",357,"Coffee"
"721",358,"Farm House"
"722",359,"Bread"
"723",359,"Pastry"
"724",360,"Coffee"
"725",360,"Tea"
"726",360,"Bread"
"727",361,"Jam"
"728",363,"Pastry"
"729",363,"Medialuna"
"730",363,"Medialuna"
"731",364,"Coffee"
"732",365,"Tea"
"733",366,"Bread"
"734",367,"Bread"
"735",367,"Pastry"
"736",368,"Pastry"
"737",369,"Farm House"
"738",370,"Tea"
"739",371,"Coffee"
"740",371,"Brownie"
"741",371,"Alfajores"
"742",371,"Fudge"
"743",372,"Bread"
"744",372,"Fudge"
"745",372,"Cookies"
"746",373,"Coffee"
"747",374,"Bread"
"748",375,"Coffee"
"749",375,"Coffee"
"750",375,"Jam"
"751",375,"Pastry"
"752",376,"Soup"
"753",376,"Coffee"
"754",377,"Smoothies"
"755",377,"Soup"
"756",377,"Hearty & Seasonal"
"757",377,"Pastry"
"758",378,"Pastry"
"759",378,"Bread"
"760",379,"Pastry"
"761",379,"Medialuna"
"762",380,"Tea"
"763",380,"Coffee"
"764",381,"Bread"
"765",381,"Cookies"
"766",382,"Coffee"
"767",382,"Coffee"
"768",382,"Bread"
"769",382,"Hearty & Seasonal"
"770",382,"Pick and Mix Bowls"
"771",382,"Sandwich"
"772",382,"Focaccia"
"773",383,"Coffee"
"774",384,"Coffee"
"775",384,"Sandwich"
"776",384,"Brownie"
"777",385,"Brownie"
"778",385,"Cookies"
"779",386,"Coffee"
"780",387,"Coffee"
"781",388,"Sandwich"
"782",388,"Bread"
"783",388,"Coffee"
"784",389,"Coffee"
"785",389,"Hot chocolate"
"786",390,"Tea"
"787",391,"Sandwich"
"788",391,"Coffee"
"789",391,"Brownie"
"790",392,"Brownie"
"791",392,"Pastry"
"792",392,"Focaccia"
"793",392,"Farm House"
"794",393,"Cake"
"795",393,"Focaccia"
"796",394,"Soup"
"797",394,"Hearty & Seasonal"
"798",394,"Mineral water"
"799",395,"Hearty & Seasonal"
"800",396,"Hearty & Seasonal"
"801",397,"Coffee"
"802",397,"Coffee"
"803",397,"Pastry"
"804",398,"Coffee"
"805",399,"Tea"
"806",399,"Cake"
"807",400,"Coffee"
"808",400,"Soup"
"809",401,"Bread"
"810",401,"Focaccia"
"811",401,"Fudge"
"812",402,"Hot chocolate"
"813",402,"Coffee"
"814",402,"Alfajores"
"815",403,"Brownie"
"816",403,"Pastry"
"817",403,"Cake"
"818",404,"Medialuna"
"819",404,"Alfajores"
"820",404,"Dulce de Leche"
"821",405,"Dulce de Leche"
"822",405,"Alfajores"
"823",406,"Bread"
"824",406,"Cake"
"825",407,"Cake"
"826",407,"Coffee"
"827",408,"Bread"
"828",409,"Sandwich"
"829",410,"Bread"
"830",410,"Coffee"
"831",410,"Alfajores"
"832",410,"Medialuna"
"833",411,"Coffee"
"834",412,"Bread"
"835",412,"Alfajores"
"836",413,"Tea"
"837",413,"Coffee"
"838",414,"Bread"
"839",415,"Dulce de Leche"
"840",416,"Farm House"
"841",417,"Fudge"
"842",418,"Coffee"
"843",419,"Coffee"
"844",419,"Alfajores"
"845",419,"Juice"
"846",419,"Ella's Kitchen Pouches"
"847",419,"Brownie"
"848",420,"Alfajores"
"849",421,"Alfajores"
"850",421,"Brownie"
"851",421,"Cookies"
"852",421,"Bread"
"853",421,"Juice"
"854",422,"Cake"
"855",422,"Cookies"
"856",423,"Pick and Mix Bowls"
"857",424,"Coffee"
"858",425,"Farm House"
"859",426,"Tea"
"860",427,"Coffee"
"861",428,"Focaccia"
"862",428,"Farm House"
"863",429,"Dulce de Leche"
"864",430,"Juice"
"865",430,"My-5 Fruit Shoot"
"866",430,"Ella's Kitchen Pouches"
"867",430,"Cookies"
"868",431,"Bread"
"869",432,"Hot chocolate"
"870",433,"Coffee"
"871",435,"Coffee"
"872",436,"Coffee"
"873",437,"Medialuna"
"874",438,"Bread"
"875",438,"Tea"
"876",438,"Jam"
"877",439,"Farm House"
"878",440,"Bread"
"879",441,"Coffee"
"880",442,"Medialuna"
"881",442,"Coffee"
"882",443,"Bread"
"883",444,"Medialuna"
"884",444,"Pastry"
"885",444,"Medialuna"
"886",445,"Coffee"
"887",445,"Coffee"
"888",445,"Jam"
"889",446,"Bread"
"890",446,"Coffee"
"891",447,"Coffee"
"892",447,"Coffee"
"893",448,"Bread"
"894",449,"Hot chocolate"
"895",450,"Bread"
"896",450,"Medialuna"
"897",451,"Bread"
"898",451,"Jam"
"899",452,"Jam"
"900",452,"Bread"
"901",453,"Coffee"
"902",453,"Bread"
"903",454,"Bread"
"904",454,"Farm House"
"905",455,"Bread"
"906",455,"Coffee"
"907",455,"Coffee"
"908",456,"Tea"
"909",456,"Pastry"
"910",457,"Coffee"
"911",457,"Coffee"
"912",458,"Bread"
"913",459,"Pastry"
"914",459,"Brownie"
"915",460,"Farm House"
"916",461,"Coffee"
"917",462,"Tea"
"918",462,"Coffee"
"919",462,"Honey"
"920",462,"Cookies"
"921",463,"Tea"
"922",464,"Bread"
"923",465,"Brownie"
"924",466,"Bread"
"925",466,"Coffee"
"926",467,"Bread"
"927",468,"Coffee"
"928",469,"Tea"
"929",469,"Tea"
"930",470,"Tea"
"931",471,"Coffee"
"932",471,"Coffee"
"933",473,"Bread"
"934",473,"Coffee"
"935",474,"Bread"
"936",474,"Bread"
"937",475,"Bread"
"938",475,"The BART"
"939",476,"Coffee"
"940",476,"Brownie"
"941",477,"Coffee"
"942",478,"Coffee"
"943",478,"Brownie"
"944",479,"Mineral water"
"945",479,"Coffee"
"946",479,"Coffee"
"947",479,"Tartine"
"948",480,"Brownie"
"949",480,"Coffee"
"950",481,"Brownie"
"951",481,"Juice"
"952",482,"Coffee"
"953",482,"Coffee"
"954",482,"Bread"
"955",482,"Tea"
"956",482,"Alfajores"
"957",482,"Medialuna"
"958",482,"Pastry"
"959",482,"Jam"
"960",483,"Bread"
"961",484,"Fudge"
"962",484,"Fudge"
"963",485,"Coffee"
"964",485,"Pick and Mix Bowls"
"965",486,"Pastry"
"966",486,"Bread"
"967",487,"Soup"
"968",487,"Scandinavian"
"969",487,"Coffee"
"970",487,"Mineral water"
"971",488,"Juice"
"972",488,"Mineral water"
"973",488,"Sandwich"
"974",488,"Pick and Mix Bowls"
"975",489,"Bread"
"976",489,"Pastry"
"977",489,"Bread"
"978",490,"Hearty & Seasonal"
"979",490,"Hearty & Seasonal"
"980",490,"Coffee"
"981",490,"Coffee"
"982",491,"Bread"
"983",491,"Hearty & Seasonal"
"984",491,"Coffee"
"985",491,"Mineral water"
"986",492,"Coffee"
"987",492,"Tartine"
"988",492,"Sandwich"
"989",492,"Brownie"
"990",493,"Coffee"
"991",493,"Brownie"
"992",494,"Alfajores"
"993",494,"Coffee"
"994",494,"Tartine"
"995",495,"Mighty Protein"
"996",495,"Coffee"
"997",497,"Coffee"
"998",497,"Hot chocolate"
"999",498,"Soup"
"1000",498,"Jam"
"1001",498,"Coffee"
"1002",498,"Coffee"
"1003",499,"Mineral water"
"1004",499,"Brownie"
"1005",500,"Scandinavian"
"1006",500,"Coffee"
"1007",501,"Scandinavian"
"1008",501,"Coffee"
"1009",502,"Coffee"
"1010",502,"Coffee"
"1011",503,"Coffee"
"1012",503,"Coffee"
"1013",503,"Hot chocolate"
"1014",503,"Brownie"
"1015",503,"Hearty & Seasonal"
"1016",504,"Tea"
"1017",504,"Cake"
"1018",505,"Medialuna"
"1019",506,"Alfajores"
"1020",506,"Tea"
"1021",506,"Coffee"
"1022",507,"Coffee"
"1023",507,"Juice"
"1024",507,"Brownie"
"1025",507,"Alfajores"
"1026",508,"Coffee"
"1027",508,"Sandwich"
"1028",509,"Bread"
"1029",509,"Soup"
"1030",510,"Soup"
"1031",510,"Bread"
"1032",511,"Bread"
"1033",512,"Tea"
"1034",512,"Brownie"
"1035",512,"Cookies"
"1036",513,"Coffee"
"1037",513,"Bread"
"1038",513,"Brownie"
"1039",514,"Brownie"
"1040",515,"Cookies"
"1041",515,"Bread"
"1042",515,"Jam"
"1043",516,"Coffee"
"1044",517,"Tea"
"1045",517,"Brownie"
"1046",517,"Tea"
"1047",518,"Alfajores"
"1048",518,"Medialuna"
"1049",518,"Scandinavian"
"1050",519,"Hot chocolate"
"1051",519,"Coffee"
"1052",519,"Alfajores"
"1053",519,"Cookies"
"1054",520,"Brownie"
"1055",521,"Fudge"
"1056",522,"Tea"
"1057",522,"Brownie"
"1058",523,"Dulce de Leche"
"1059",523,"Fudge"
"1060",524,"Bread"
"1061",524,"Scandinavian"
"1062",524,"Fudge"
"1063",524,"Granola"
"1064",524,"Pastry"
"1065",524,"Coffee"
"1066",525,"Bread"
"1067",525,"Fudge"
"1068",526,"Hot chocolate"
"1069",526,"Coffee"
"1070",526,"Medialuna"
"1071",526,"Medialuna"
"1072",527,"Bread"
"1073",528,"Bread"
"1074",528,"Medialuna"
"1075",529,"Bread"
"1076",529,"Coffee"
"1077",529,"Medialuna"
"1078",529,"Jam"
"1079",530,"Jam"
"1080",530,"Coffee"
"1081",530,"Brownie"
"1082",531,"Bread"
"1083",531,"Coffee"
"1084",531,"Jam"
"1085",532,"Scandinavian"
"1086",533,"Coffee"
"1087",533,"Cookies"
"1088",534,"Coffee"
"1089",534,"Coffee"
"1090",534,"Scandinavian"
"1091",535,"Bread"
"1092",536,"Bread"
"1093",537,"Jam"
"1094",537,"Brownie"
"1095",537,"Coffee"
"1096",537,"Coffee"
"1097",538,"Coffee"
"1098",539,"Brownie"
"1099",539,"Hot chocolate"
"1100",540,"Bread"
"1101",541,"Bread"
"1102",541,"Bread"
"1103",541,"Medialuna"
"1104",542,"Coffee"
"1105",542,"Hot chocolate"
"1106",542,"Brownie"
"1107",543,"Scandinavian"
"1108",544,"Basket"
"1109",544,"Bread"
"1110",545,"Coffee"
"1111",545,"Bread"
"1112",545,"Brownie"
"1113",546,"Cake"
"1114",546,"Fudge"
"1115",547,"Coffee"
"1116",547,"Hot chocolate"
"1117",547,"Coffee"
"1118",547,"Basket"
"1119",548,"Scandinavian"
"1120",549,"Scandinavian"
"1121",550,"Coffee"
"1122",550,"Bread"
"1123",550,"Coffee"
"1124",550,"Cake"
"1125",550,"Medialuna"
"1126",551,"Coffee"
"1127",551,"Coffee"
"1128",551,"Medialuna"
"1129",552,"Bread"
"1130",552,"Pastry"
"1131",553,"Bread"
"1132",553,"Brownie"
"1133",554,"Medialuna"
"1134",554,"Farm House"
